STK_CDAT,STK_CODE,STK_NAME,STK_FIRST
2019-10-23,BKSW,Bank QNB Indonesia Tbk.,210.0
2019-10-23,BLTA,Berlian Laju Tanker Tbk,50.0
2019-10-23,BLUE,Berkah Prima Perkasa Tbk.,478.0
2019-10-23,BMAS,Bank Maspion Indonesia Tbk.,288.0
2019-10-23,BMRI,Bank Mandiri (Persero) Tbk.,6825.0
2019-10-23,BMSR,Bintang Mitra Semestaraya Tbk,86.0
2019-10-23,BMTR,Global Mediacom Tbk.,392.0
2019-10-23,BNBA,Bank Bumi Arta Tbk.,318.0
2019-10-23,BNBR,Bakrie & Brothers Tbk,50.0
2019-10-23,BNGA,Bank CIMB Niaga Tbk.,990.0
2019-10-23,BNII,Bank Maybank Indonesia Tbk.,222.0
2019-10-23,BNLI,Bank Permata Tbk.,1265.0
2019-10-23,BOGA,Bintang Oto Global Tbk.,795.0
2019-10-23,BOLA,Bali Bintang Sejahtera Tbk.,360.0
2019-10-23,BOLT,Garuda Metalindo Tbk.,880.0
2019-10-23,BOSS,Borneo Olah Sarana Sukses Tbk.,580.0
2019-10-23,BPII,Batavia Prosperindo Internasional Tbk.,9500.0
2019-10-23,BPTR,Batavia Prosperindo Trans Tbk.,106.0
2019-10-23,BRIS,Bank BRIsyariah Tbk.,392.0
2019-10-23,BRMS,Bumi Resources Minerals Tbk.,50.0
2019-10-23,BRPT,Barito Pacific Tbk.,1010.0
2019-10-23,BRPT-W,Waran Seri I Barito Pacific Tbk.,620.0
2019-10-23,BSDE,Bumi Serpong Damai Tbk.,1420.0
2019-10-23,BSIM,Bank Sinarmas Tbk.,595.0
2019-10-23,BSIM-W3,Waran Seri III Bank Sinarmas Tbk.,50.0
2019-10-23,BSSR,Baramulti Suksessarana Tbk.,1780.0
2019-10-23,BTEK,Bumi Teknokultura Unggul Tbk,71.0
2019-10-23,BTON,Betonjaya Manunggal Tbk.,202.0
2019-10-23,BTPN,Bank BTPN Tbk.,3150.0
2019-10-23,BTPS,Bank Tabungan Pensiunan Nasional Syariah,3570.0
2019-10-23,BUDI,Budi Starch & Sweetener Tbk.,101.0
2019-10-23,BUKK,Bukaka Teknik Utama Tbk.,1860.0
2019-10-23,BULL,Buana Lintas Lautan Tbk.,193.0
2019-10-23,BULL-W2,Waran Seri IV Buana Lintas Lautan Tbk.,30.0
2019-10-23,BUMI,Bumi Resources Tbk.,83.0
2019-10-23,BUVA,Bukit Uluwatu Villa Tbk.,87.0
2019-10-23,BVIC,Bank Victoria International Tbk.,170.0
2019-10-23,BWPT,Eagle High Plantations Tbk.,119.0
2019-10-23,CAKK,Cahayaputra Asa Keramik Tbk.,99.0
2019-10-23,CAKK-W,Waran Seri I Cahayaputra Asa Keramik Tbk,22.0
2019-10-23,CAMP,Campina Ice Cream Industry Tbk.,404.0
2019-10-23,CARS,Industri dan Perdagangan Bintraco Dharma,224.0
2019-10-23,CASA,Capital Financial Indonesia Tbk.,394.0
2019-10-23,CASS,Cardig Aero Services Tbk.,630.0
2019-10-23,CCSI,Communication Cable Systems Indonesia Tb,304.0
2019-10-23,CEKA,Wilmar Cahaya Indonesia Tbk.,1500.0
2019-10-23,CENT,Centratama Telekomunikasi Indonesia Tbk.,83.0
2019-10-23,CFIN,Clipan Finance Indonesia Tbk.,298.0
2019-10-23,CINT,Chitose Internasional Tbk.,242.0
2019-10-23,CITA,Cita Mineral Investindo Tbk.,1925.0
2019-10-23,CITY,Natura City Developments Tbk.,199.0
2019-10-23,CITY-W,Waran Seri I Natura City Developments Tb,58.0
2019-10-23,CLAY,Citra Putra Realty Tbk.,5075.0
2019-10-23,CLEO,Sariguna Primatirta Tbk.,540.0
2019-10-23,CLPI,Colorpak Indonesia Tbk.,780.0
2019-10-23,CMNP,Citra Marga Nusaphala Persada Tbk.,2020.0
2019-10-23,CNKO,Exploitasi Energi Indonesia Tbk.,50.0
2019-10-23,COCO,Wahana Interfood Nusantara Tbk.,925.0
2019-10-23,COWL,Cowell Development Tbk.,202.0
2019-10-23,CPIN,Charoen Pokphand Indonesia Tbk,6575.0
2019-10-23,CPRI,Capri Nusa Satu Properti Tbk.,52.0
2019-10-23,CPRI-W,Waran Seri I Capri Nusa Satu Properti Tb,22.0
2019-10-23,CPRO,Central Proteina Prima Tbk.,50.0
2019-10-23,CSAP,Catur Sentosa Adiprana Tbk.,448.0
2019-10-23,CSIS,Cahayasakti Investindo Sukses Tbk.,100.0
2019-10-23,CTRA,Ciputra Development Tbk.,1185.0
2019-10-23,CTTH,Citatah Tbk.,90.0
2019-10-23,DART,Duta Anggada Realty Tbk.,302.0
2019-10-23,DAYA,Duta Intidaya Tbk.,230.0
2019-10-23,DEAL,Dewata Freightinternational Tbk.,1845.0
2019-10-23,DEAL-W,Waran Seri I Dewata Freightinternational,1190.0
2019-10-23,DEFI,Danasupra Erapacific Tbk,1790.0
2019-10-23,DFAM,Dafam Property Indonesia Tbk.,1065.0
2019-10-23,DGIK,Nusa Konstruksi Enjiniring Tbk.,50.0
2019-10-23,DILD,Intiland Development Tbk.,354.0
2019-10-23,DIVA,Distribusi Voucher Nusantara Tbk.,3630.0
2019-10-23,DKFT,Central Omega Resources Tbk.,210.0
2019-10-23,DLTA,Delta Djakarta Tbk.,6900.0
2019-10-23,DMAS,Puradelta Lestari Tbk.,304.0
2019-10-23,DMMX,Digital Mediatama Maxima Tbk.,280.0
2019-10-23,DNAR,Bank Oke Indonesia Tbk.,226.0
2019-10-23,DNET,Indoritel Makmur Internasional Tbk.,2960.0
2019-10-23,DOID,Delta Dunia Makmur Tbk.,316.0
2019-10-23,DPNS,Duta Pertiwi Nusantara Tbk.,284.0
2019-10-23,DPUM,Dua Putra Utama Makmur Tbk.,110.0
2019-10-23,DSFI,Dharma Samudera Fishing Industries Tbk.,114.0
2019-10-23,DSNG,Dharma Satya Nusantara Tbk.,328.0
2019-10-23,DUCK,Jaya Bersama Indo Tbk.,1740.0
2019-10-23,DVLA,Darya-Varia Laboratoria Tbk.,2220.0
2019-10-23,DWGL,Dwi Guna Laksana Tbk.,260.0
2019-10-23,DWGL-W,Waran Seri I Dwi Guna Laksana Tbk.,65.0
2019-10-23,DYAN,Dyandra Media International Tbk.,131.0
2019-10-23,EAST,Eastparc Hotel Tbk.,114.0
2019-10-23,EAST-W,Waran Seri I Eastparc Hotel Tbk.,16.0
2019-10-23,ECII,Electronic City Indonesia Tbk.,1060.0
2019-10-23,EKAD,Ekadharma International Tbk.,860.0
2019-10-23,ELSA,Elnusa Tbk.,328.0
2019-10-23,EMDE,Megapolitan Developments Tbk.,232.0
2019-10-23,EMTK,Elang Mahkota Teknologi Tbk.,5550.0
2019-10-23,ENRG,Energi Mega Persada Tbk.,57.0
2019-10-23,ENVY,Envy Technologies Indonesia Tbk.,2210.0
2019-10-23,EPMT,Enseval Putera Megatrading Tbk.,2100.0
2019-10-23,ERAA,Erajaya Swasembada Tbk.,1815.0
2019-10-23,ERTX,Eratex Djaja Tbk.,135.0
2019-10-23,ESSA,Surya Esa Perkasa Tbk.,280.0
2019-10-23,ESTI,Ever Shine Tex Tbk.,100.0
2019-10-23,ETWA,Eterindo Wahanatama Tbk,78.0
2019-10-23,EXCL,XL Axiata Tbk.,3510.0
2019-10-23,FAST,Fast Food Indonesia Tbk.,2830.0
2019-10-23,FASW,Fajar Surya Wisesa Tbk.,7575.0
2019-10-23,FILM,MD Pictures Tbk.,238.0
2019-10-23,FINN,First Indo American Leasing Tbk.,50.0
2019-10-23,FIRE,Alfa Energi Investama Tbk.,2490.0
2019-10-23,FISH,FKS Multi Agro Tbk.,3000.0
2019-10-23,FITT,Hotel Fitra International Tbk.,86.0
2019-10-23,FITT-W,Waran Seri I Hotel Fitra International T,32.0
2019-10-23,FMII,Fortune Mate Indonesia Tbk,550.0
2019-10-23,FOOD,Sentra Food Indonesia Tbk.,128.0
2019-10-23,FORU,Fortune Indonesia Tbk,114.0
2019-10-23,FORZ,Forza Land Indonesia Tbk.,970.0
2019-10-23,FPNI,Lotte Chemical Titan Tbk.,131.0
2019-10-23,FREN,Smartfren Telecom Tbk.,157.0
2019-10-23,FREN-W,Waran Seri II Smartfren Telecom Tbk.,95.0
2019-10-23,FUJI,Fuji Finance Indonesia Tbk.,122.0
2019-10-23,GAMA,Gading Development Tbk.,50.0
2019-10-23,GDST,Gunawan Dianjaya Steel Tbk.,85.0
2019-10-23,GEMA,Gema Grahasarana Tbk.,368.0
2019-10-23,GGRM,Gudang Garam Tbk.,51000.0
2019-10-23,GGRP,Gunung Raja Paksi Tbk.,675.0
2019-10-23,GHON,Gihon Telekomunikasi Indonesia Tbk.,1440.0
2019-10-23,GIAA,Garuda Indonesia (Persero) Tbk.,575.0
2019-10-23,GJTL,Gajah Tunggal Tbk.,635.0
2019-10-23,GLOB,Global Teleshop Tbk.,438.0
2019-10-23,GMFI,Garuda Maintenance Facility Aero Asia Tb,190.0
2019-10-23,GMTD,Gowa Makassar Tourism Development Tbk.,18000.0
2019-10-23,GOOD,Garudafood Putra Putri Jaya Tbk.,1535.0
2019-10-23,GPRA,Perdana Gapuraprima Tbk.,89.0
2019-10-23,GWSA,Greenwood Sejahtera Tbk.,177.0
2019-10-23,GZCO,Gozco Plantations Tbk.,50.0
2019-10-23,HDFA,Radana Bhaskara Finance Tbk.,164.0
2019-10-23,HDIT,Hensel Davest Indonesia Tbk.,765.0
2019-10-23,HEAL,Medikaloka Hermina Tbk.,3470.0
2019-10-23,HELI,Jaya Trishindo Tbk.,160.0
2019-10-23,HELI-W,Waran Seri I Jaya Trishindo Tbk.,15.0
2019-10-23,HERO,Hero Supermarket Tbk.,760.0
2019-10-23,HEXA,Hexindo Adiperkasa Tbk.,2940.0
2019-10-23,HITS,Humpuss Intermoda Transportasi Tbk.,645.0
2019-10-23,HKMU,HK Metals Utama Tbk.,322.0
2019-10-23,HMSP,H.M. Sampoerna Tbk.,2120.0
2019-10-23,HOKI,Buyung Poetra Sembada Tbk.,940.0
2019-10-23,HOKI-W,Waran Seri I Buyung Poetra Sembada Tbk.,660.0
2019-10-23,HOME,Hotel Mandarine Regency Tbk.,87.0
2019-10-23,HOTL,Saraswati Griya Lestari Tbk.,160.0
2019-10-23,HRME,Menteng Heritage Realty Tbk.,1075.0
2019-10-23,HRTA,Hartadinata Abadi Tbk.,294.0
2019-10-23,HRUM,Harum Energy Tbk.,1300.0
2019-10-23,IATA,Indonesia Transport & Infrastructure Tbk,50.0
2019-10-23,IBFN,Intan Baruprana Finance Tbk.,218.0
2019-10-23,IBFN-W,Waran Seri I Intan Baruprana Finance Tbk,27.0
2019-10-23,ICBP,Indofood CBP Sukses Makmur Tbk.,11425.0
2019-10-23,ICON,Island Concepts Indonesia Tbk.,100.0
2019-10-23,IDPR,Indonesia Pondasi Raya Tbk.,332.0
2019-10-23,IGAR,Champion Pacific Indonesia Tbk.,292.0
2019-10-23,IIKP,Inti Agri Resources Tbk,50.0
2019-10-23,IKAI,Intikeramik Alamasri Industri Tbk.,154.0
2019-10-23,IKBI,Sumi Indo Kabel Tbk.,260.0
2019-10-23,IMAS,Indomobil Sukses Internasional Tbk.,1535.0
2019-10-23,IMJS,Indomobil Multi Jasa Tbk.,378.0
2019-10-23,IMPC,Impack Pratama Industri Tbk.,1040.0
2019-10-23,INAF,Indofarma (Persero) Tbk.,1110.0
2019-10-23,INAI,Indal Aluminium Industry Tbk.,430.0
2019-10-23,INCF,Indo Komoditi Korpora Tbk.,55.0
2019-10-23,INCI,Intanwijaya Internasional Tbk,432.0
2019-10-23,INCO,Vale Indonesia Tbk.,3490.0
2019-10-23,INDF,Indofood Sukses Makmur Tbk.,7400.0
2019-10-23,INDR,Indo-Rama Synthetics Tbk.,3430.0
2019-10-23,INDS,Indospring Tbk.,2570.0
2019-10-23,INDX,Tanah Laut Tbk,68.0
2019-10-23,INDY,Indika Energy Tbk.,1370.0
2019-10-23,INKP,Indah Kiat Pulp & Paper Tbk.,7150.0
2019-10-23,INOV,Inocycle Technology Group Tbk.,406.0
2019-10-23,INPC,Bank Artha Graha Internasional Tbk.,70.0
2019-10-23,INPC-W,Waran Seri I Bank Artha Graha Internasio,7.0
2019-10-23,INPP,Indonesian Paradise Property Tbk.,750.0
2019-10-23,INPS,Indah Prakasa Sentosa Tbk.,3500.0
2019-10-23,INRU,Toba Pulp Lestari Tbk.,825.0
2019-10-23,INTA,Intraco Penta Tbk.,458.0
2019-10-23,INTD,Inter Delta Tbk,180.0
2019-10-23,INTP,Indocement Tunggal Prakarsa Tbk.,20000.0
2019-10-23,IPCC,Indonesia Kendaraan Terminal Tbk.,1070.0
2019-10-23,IPCM,Jasa Armada Indonesia Tbk.,226.0
2019-10-23,IPOL,Indopoly Swakarsa Industry Tbk.,96.0
2019-10-23,IPTV,MNC Vision Networks Tbk.,494.0
2019-10-23,IPTV-W,Waran Seri I MNC Vision Networks Tbk.,90.0
2019-10-23,IRRA,Itama Ranoraya Tbk.,492.0
2019-10-23,ISAT,Indosat Tbk.,3400.0
2019-10-23,ISSP,Steel Pipe Industry of Indonesia Tbk.,206.0
2019-10-23,ITIC,Indonesian Tobacco Tbk.,1420.0
2019-10-23,ITMA,Sumber Energi Andalan Tbk.,675.0
2019-10-23,ITMA-W,Waran Seri I Sumber Energi Andalan Tbk.,97.0
2019-10-23,ITMG,Indo Tambangraya Megah Tbk.,12700.0
2019-10-23,JAST,Jasnita Telekomindo Tbk.,1830.0
2019-10-23,JAWA,Jaya Agra Wattie Tbk.,120.0
2019-10-23,JAYA,Armada Berjaya Trans Tbk.,97.0
2019-10-23,JAYA-W,Waran Seri I Armada Berjaya Trans Tbk.,21.0
2019-10-23,JGLE,Graha Andrasentra Propertindo Tbk.,50.0
2019-10-23,JIHD,Jakarta International Hotels & Developme,505.0
2019-10-23,JPFA,Japfa Comfeed Indonesia Tbk.,1655.0
2019-10-23,JRPT,Jaya Real Property Tbk.,640.0
2019-10-23,JSKY,Sky Energy Indonesia Tbk.,430.0
2019-10-23,JSMR,Jasa Marga (Persero) Tbk.,5600.0
2019-10-23,JTPE,Jasuindo Tiga Perkasa Tbk.,905.0
2019-10-23,KAEF,Kimia Farma (Persero) Tbk.,2810.0
2019-10-23,KARW,ICTSI Jasa Prima Tbk.,80.0
2019-10-23,KAYU,Darmi Bersaudara Tbk.,168.0
2019-10-23,KBLI,KMI Wire & Cable Tbk.,640.0
2019-10-23,KBLM,Kabelindo Murni Tbk.,288.0
2019-10-23,KBLV,First Media Tbk.,390.0
2019-10-23,KDSI,Kedawung Setia Industrial Tbk.,1390.0
2019-10-23,KEEN,Kencana Energi Lestari Tbk.,600.0
2019-10-23,KIAS,Keramika Indonesia Assosiasi Tbk.,83.0
2019-10-23,KICI,Kedaung Indah Can Tbk,340.0
2019-10-23,KIJA,Kawasan Industri Jababeka Tbk.,312.0
2019-10-23,KINO,Kino Indonesia Tbk.,3880.0
2019-10-23,KIOS,Kioson Komersial Indonesia Tbk.,322.0
2019-10-23,KIOS-W,Waran Seri I Kioson Komersial Indonesia,64.0
2019-10-23,KJEN,Krida Jaringan Nusantara Tbk.,2030.0
2019-10-23,KKGI,Resource Alam Indonesia Tbk.,220.0
2019-10-23,KLBF,Kalbe Farma Tbk.,1605.0
2019-10-23,KMTR,Kirana Megatara Tbk.,314.0
2019-10-23,KOBX,Kobexindo Tractors Tbk.,148.0
2019-10-23,KOPI,Mitra Energi Persada Tbk.,640.0
2019-10-23,KOTA,DMS Propertindo Tbk.,645.0
2019-10-23,KOTA-W,Waran Seri I DMS Propertindo Tbk.,68.0
2019-10-23,KPAL,Steadfast Marine Tbk.,565.0
2019-10-23,KPAS,Cottonindo Ariesta Tbk.,102.0
2019-10-23,KPAS-W,Waran Seri I Cottonindo Ariesta Tbk.,31.0
2019-10-23,KPIG,MNC Land Tbk.,137.0
2019-10-23,KRAS,Krakatau Steel (Persero) Tbk.,338.0
2019-10-23,KREN,Kresna Graha Investama Tbk.,505.0
2019-10-23,LAND,Trimitra Propertindo Tbk.,1350.0
2019-10-23,LCKM,LCK Global Kedaton Tbk.,326.0
2019-10-23,LEAD,Logindo Samudramakmur Tbk.,50.0
2019-10-23,LIFE,Asuransi Jiwa Sinarmas MSIG Tbk.,5800.0
2019-10-23,LINK,Link Net Tbk.,4150.0
2019-10-23,LION,Lion Metal Works Tbk.,545.0
2019-10-23,LMAS,Limas Indonesia Makmur Tbk,55.0
2019-10-23,LMPI,Langgeng Makmur Industri Tbk.,139.0
2019-10-23,LPCK,Lippo Cikarang Tbk,1285.0
2019-10-23,LPGI,Lippo General Insurance Tbk.,3490.0
2019-10-23,LPIN,Multi Prima Sejahtera Tbk,286.0
2019-10-23,LPKR,Lippo Karawaci Tbk.,234.0
2019-10-23,LPLI,Star Pacific Tbk,125.0
2019-10-23,LPPF,Matahari Department Store Tbk.,4110.0
2019-10-23,LPPS,Lippo Securities Tbk.,93.0
2019-10-23,LRNA,Eka Sari Lorena Transport Tbk.,146.0
2019-10-23,LSIP,PP London Sumatra Indonesia Tbk.,1230.0
2019-10-23,LTLS,Lautan Luas Tbk.,660.0
2019-10-23,LUCK,Sentral Mitra Informatika Tbk.,1475.0
2019-10-23,MABA,Marga Abhinaya Abadi Tbk.,50.0
2019-10-23,MAIN,Malindo Feedmill Tbk.,1100.0
2019-10-23,MAMI,Mas Murni Indonesia Tbk,236.0
2019-10-23,MAMI-W,Waran Seri I Mas Murni Indonesia Tbk.,58.0
2019-10-23,MAPA,Map Aktif Adiperkasa Tbk.,5300.0
2019-10-23,MAPB,MAP Boga Adiperkasa Tbk.,1740.0
2019-10-23,MAPI,Mitra Adiperkasa Tbk.,1150.0
2019-10-23,MARI,Mahaka Radio Integra Tbk.,228.0
2019-10-23,MARK,Mark Dynamics Indonesia Tbk.,474.0
2019-10-23,MASA,Multistrada Arah Sarana Tbk.,510.0
2019-10-23,MAYA,Bank Mayapada Internasional Tbk.,7500.0
2019-10-23,MBAP,Mitrabara Adiperdana Tbk.,1910.0
2019-10-23,MBSS,Mitrabahtera Segara Sejati Tbk.,510.0
2019-10-23,MBTO,Martina Berto Tbk.,115.0
2019-10-23,MCAS,M Cash Integrasi Tbk.,3310.0
2019-10-23,MCOR,Bank China Construction Bank Indonesia T,147.0
2019-10-23,MDIA,Intermedia Capital Tbk.,107.0
2019-10-23,MDKA,Merdeka Copper Gold Tbk.,1210.0
2019-10-23,MDKI,Emdeki Utama Tbk.,240.0
2019-10-23,MDLN,Modernland Realty Tbk.,230.0
2019-10-23,MEDC,Medco Energi Internasional Tbk.,655.0
2019-10-23,MEDC-W,Waran Seri I Medco Energi Internasional,130.0
2019-10-23,MERK,Merck Tbk.,2680.0
2019-10-23,META,Nusantara Infrastructure Tbk.,189.0
2019-10-23,MFIN,Mandala Multifinance Tbk.,1140.0
2019-10-23,MGRO,Mahkota Group Tbk.,865.0
2019-10-23,MICE,Multi Indocitra Tbk.,356.0
2019-10-23,MIDI,Midi Utama Indonesia Tbk.,1095.0
2019-10-23,MIKA,Mitra Keluarga Karyasehat Tbk.,2720.0
2019-10-23,MINA,Sanurhasta Mitra Tbk.,1375.0
2019-10-23,MKNT,Mitra Komunikasi Nusantara Tbk.,59.0
2019-10-23,MKPI,Metropolitan Kentjana Tbk.,13500.0
2019-10-23,MLBI,Multi Bintang Indonesia Tbk.,17425.0
2019-10-23,MLIA,Mulia Industrindo Tbk,1300.0
2019-10-23,MLPL,Multipolar Tbk.,90.0
2019-10-23,MMLP,Mega Manunggal Property Tbk.,330.0
2019-10-23,MNCN,Media Nusantara Citra Tbk.,1340.0
2019-10-23,MOLI,Madusari Murni Indah Tbk.,805.0
2019-10-23,MPMX,Mitra Pinasthika Mustika Tbk.,695.0
2019-10-23,MPOW,Megapower Makmur Tbk.,162.0
2019-10-23,MPPA,Matahari Putra Prima Tbk.,180.0
2019-10-23,MPRO,Maha Properti Indonesia Tbk.,800.0
2019-10-23,MRAT,Mustika Ratu Tbk.,155.0
2019-10-23,MREI,Maskapai Reasuransi Indonesia Tbk.,4120.0
2019-10-23,MSIN,MNC Studios International Tbk.,456.0
2019-10-23,MTDL,Metrodata Electronics Tbk.,1500.0
2019-10-23,MTLA,Metropolitan Land Tbk.,460.0
2019-10-23,MTPS,Meta Epsi Tbk.,1260.0
2019-10-23,MTPS-W,Waran Seri I Meta Epsi Tbk.,775.0
2019-10-23,MTRA,Mitra Pemuda Tbk.,340.0
2019-10-23,MTSM,Metro Realty Tbk.,222.0
2019-10-23,MTWI,Malacca Trust Wuwungan Insurance Tbk.,76.0
2019-10-23,MYOH,Samindo Resources Tbk.,1200.0
2019-10-23,MYOR,Mayora Indah Tbk.,2200.0
2019-10-23,MYRX,Hanson International Tbk.,95.0
2019-10-23,MYTX,Asia Pacific Investama Tbk.,63.0
2019-10-23,NASA,Ayana Land International Tbk.,780.0
2019-10-23,NATO,Nusantara Properti Internasional Tbk.,875.0
2019-10-23,NELY,Pelayaran Nelly Dwi Putri Tbk.,149.0
2019-10-23,NFCX,NFC Indonesia Tbk.,3540.0
2019-10-23,NIKL,Pelat Timah Nusantara Tbk.,1010.0
2019-10-23,NIRO,City Retail Developments Tbk.,143.0
2019-10-23,NISP,Bank OCBC NISP Tbk.,850.0
2019-10-23,NOBU,Bank Nationalnobu Tbk.,940.0
2019-10-23,NRCA,Nusa Raya Cipta Tbk.,376.0
2019-10-23,NUSA,Sinergi Megah Internusa Tbk.,71.0
2019-10-23,NUSA-W,Waran Seri I Sinergi Megah Internusa Tbk,9.0
2019-10-23,NZIA,Nusantara Almazia Tbk.,1295.0
2019-10-23,NZIA-W,Waran Seri I Nusantara Almazia Tbk.,222.0
2019-10-23,OKAS,Ancora Indonesia Resources Tbk.,196.0
2019-10-23,OPMS,Optima Prima Metal Sinergi Tbk.,192.0
2019-10-23,PADI,Minna Padi Investama Sekuritas Tbk.,700.0
2019-10-23,PALM,Provident Agro Tbk.,248.0
